id,content,choices
7690,膝蓋骨はどこに存在する？,"膝前面,肩前面,胸部,骨盤"
7691,橈骨は前腕のどちら側？,"母指側,小指側,中央,後方"
7692,尺骨は前腕のどちら側？,"小指側,母指側,中央,前方"
7693,肩関節外転の主動作筋は？,"三角筋,大胸筋,広背筋,大円筋"
7694,膝関節伸展の主動作筋は？,"大腿四頭筋,ハムストリングス,腓腹筋,前脛骨筋"
7695,股関節伸展に関与する筋は？,"大臀筋,中臀筋,腸腰筋,縫工筋"
7697,足関節背屈を行う筋は？,"前脛骨筋,腓腹筋,ヒラメ筋,長腓骨筋"
7699,体幹屈曲を行う筋は？,"腹直筋,脊柱起立筋,僧帽筋,広背筋"
7702,股関節外転を行う筋は？,"中臀筋,大臀筋,大腿四頭筋,内転筋群"
7703,肩関節内転に関与する筋は？,"大胸筋,三角筋,棘上筋,前鋸筋"
7704,肩関節伸展を行う筋は？,"広背筋,三角筋前部,大胸筋,前鋸筋"
7705,肩甲骨外転を行う筋は？,"前鋸筋,菱形筋,僧帽筋中部,肩甲挙筋"
7706,膝関節屈曲を行う筋は？,"ハムストリングス,大腿四頭筋,前脛骨筋,ヒラメ筋"
7708,坐骨神経はどこを支配する主要神経？,"下肢後面,上肢前面,顔面,胸部"
7709,橈骨神経障害で起こりやすいものは？,"下垂手,鷲手,猿手,尖足"
7710,正中神経障害で起こりやすいものは？,"猿手,下垂手,鷲手,内反足"
7711,尺骨神経障害で起こりやすいものは？,"鷲手,猿手,下垂手,尖足"
7712,大腿神経は主にどの筋を支配する？,"大腿四頭筋,ハムストリングス,前脛骨筋,大臀筋"
7713,顔面神経は何番脳神経？,"Ⅶ,Ⅴ,Ⅹ,Ⅻ"
7714,視神経は何番脳神経？,"Ⅱ,Ⅲ,Ⅴ,Ⅷ"
7715,動眼神経は何番脳神経？,"Ⅲ,Ⅱ,Ⅴ,Ⅹ"
7716,迷走神経は何番脳神経？,"Ⅹ,Ⅴ,Ⅶ,Ⅻ"
7717,舌下神経は何番脳神経？,"Ⅻ,Ⅹ,Ⅸ,Ⅶ"
7719,ハムストリングスを主に支配する神経は？,"坐骨神経,大腿神経,閉鎖神経,橈骨神経"
7721,閉鎖神経はどの筋群に関与する？,"内転筋群,伸筋群,屈筋群,背筋群"
7722,脛骨神経障害で困難になりやすい動作は？,"つま先立ち,踵歩き,肩外転,肘伸展"
7723,心臓はどの腔に存在する？,"胸腔,腹腔,骨盤腔,頭蓋腔"
7724,胃は主にどの部位に存在する？,"左上腹部,右上腹部,骨盤内,胸部"
7725,肝臓は主にどの部位に存在する？,"右上腹部,左上腹部,骨盤内,胸腔"
7726,膵臓はどの器官に分類される？,"消化器,呼吸器,泌尿器,感覚器"
7727,肺はどの系統の臓器？,"呼吸器,消化器,循環器,泌尿器"
7728,腎臓はどの系統に属する？,"泌尿器,消化器,循環器,呼吸器"
7729,膀胱の役割は？,"尿の貯留,胆汁分泌,ガス交換,血液循環"
7730,小腸で主に行われることは？,"栄養吸収,ガス交換,尿生成,造血"
7733,気管はどの系統に属する？,"呼吸器,消化器,循環器,神経系"
7735,胆嚢の役割は？,"胆汁貯留,尿貯留,血液循環,酸素交換"
7736,子宮はどの系統の臓器？,"生殖器,呼吸器,循環器,消化器"
7737,脳はどこに存在する？,"頭蓋内,胸腔,腹腔,骨盤内"
7738,全身へ血液を送り出す血管は？,"動脈,静脈,毛細血管,リンパ管"
7739,全身から心臓へ血液を戻す血管は？,"静脈,動脈,毛細血管,冠動脈"
7740,大動脈はどこから始まる？,"左心室,右心室,左心房,右心房"
7741,肺動脈はどこから出る？,"右心室,左心室,左心房,大動脈"
7742,肺静脈はどこへ流入する？,"左心房,右心房,左心室,右心室"
7743,上大静脈はどこへ流入する？,"右心房,左心房,右心室,左心室"
7744,下大静脈はどこへ流入する？,"右心房,左心房,左心室,大動脈"
7745,冠動脈の役割は？,"心筋へ血液供給,肺へ血液供給,脳へ血液供給,腎臓へ血液供給"
7746,頸動脈は主にどこへ血液を送る？,"頭部,下肢,上肢,腹部"
7747,腎動脈はどの臓器へ向かう？,"腎臓,肝臓,肺,胃"
7748,毛細血管で行われることは？,"物質交換,拍動,骨形成,神経伝達"
7749,橈骨動脈はどこで触知しやすい？,"手関節,足関節,膝窩,頸部"
7750,大腿動脈はどこを通る主要動脈？,"大腿部,上腕,前腕,頸部"
7751,静脈弁の役割は？,"逆流防止,血圧上昇,酸素交換,拍動形成"
7752,肺循環で酸素化される場所は？,"肺,肝臓,腎臓,脾臓"
7753,心臓は肺のどこに位置する？,"内側,外側,後方,上方"
7754,胃は肝臓のどちら側に位置する？,"左側,右側,前方,下方"
7755,脊柱は胸骨のどちら側にある？,"後方,前方,外側,上方"
7756,膀胱は腸のどこに位置する？,"下方,上方,後方,外側"
7757,脳は脊髄に対してどこに位置する？,"上方,下方,前方,後方"
7758,前額断で人体を分ける方向は？,"前後,左右,上下,斜め"
7759,矢状断で人体を分ける方向は？,"左右,前後,上下,斜め"
7760,水平断で人体を分ける方向は？,"上下,左右,前後,斜め"
7761,尺側とはどちら側を指す？,"小指側,母指側,足底側,背側"
7762,橈側とはどちら側を指す？,"母指側,小指側,足背側,足底側"
7763,近位とはどこに近いことを指す？,"体幹,指先,足先,皮膚"
7764,遠位とはどこから遠いことを指す？,"体幹,頭部,胸部,腹部"
7765,浅層とはどこに近い位置？,"皮膚表面,骨,内臓,関節"
7766,深層とはどこに近い位置？,"身体内部,皮膚表面,空気,外側"
7767,内側とは正中線に対してどちら？,"近い,遠い,上方,下方"
7889,神経細胞の情報伝達部位は？,"シナプス,筋原線維,肺胞,糸球体"
7891,末梢神経系に含まれるものは？,"坐骨神経,脳,小脳,脊髄"
7892,交感神経が優位で起こりやすい反応は？,"心拍数増加,心拍数低下,縮瞳,消化促進"
7893,副交感神経が優位で起こりやすい反応は？,"消化促進,心拍数増加,散瞳,発汗増加"
7894,神経細胞の主な役割は？,"情報伝達,酸素交換,栄養吸収,尿生成"
7895,髄鞘の役割は？,"伝導速度向上,筋収縮,骨形成,血液循環"
7896,反射中枢として重要なのは？,"脊髄,肝臓,肺,腎臓"
7897,瞳孔縮小に関与するのは？,"副交感神経,交感神経,運動神経,感覚神経"
7898,交感神経優位で起こるものは？,"散瞳,縮瞳,消化促進,徐脈"
7899,感覚情報を中枢へ送る神経は？,"求心性神経,遠心性神経,運動神経,自律神経"
7900,運動指令を末梢へ送る神経は？,"遠心性神経,求心性神経,感覚神経,視神経"
7901,脳幹の役割として重要なのは？,"呼吸調節,骨形成,胆汁生成,造血"
7902,小脳の主な役割は？,"運動調節,視覚,聴覚,消化"
7906,筋原線維に存在する収縮タンパクは？,"アクチン,コラーゲン,エラスチン,ケラチン"
7908,筋疲労に関与しやすい物質は？,"乳酸,カルシウム,鉄,コレステロール"
7909,筋肉へ運動指令を送る神経は？,"運動神経,感覚神経,交感神経,副交感神経"
7910,筋紡錘の役割は？,"筋長感知,痛覚感知,温度感知,血圧調節"
7911,ゴルジ腱器官の役割は？,"筋張力感知,筋長感知,視覚調節,聴覚調節"
7912,等尺性収縮とは？,"筋長が変化しない収縮,筋長が短縮する収縮,筋長が伸びる収縮,反射運動"
7913,筋肉が短縮しながら力を出す収縮は？,"求心性収縮,遠心性収縮,等尺性収縮,静止収縮"
7914,筋肉が伸びながら力を出す収縮は？,"遠心性収縮,求心性収縮,等尺性収縮,反射収縮"
7917,神経と筋の接合部を何という？,"神経筋接合部,シナプス小胞,筋紡錘,腱器官"
7919,酸素化された血液を全身へ送るのは？,"左心室,右心室,右心房,肺動脈"
7920,肺へ血液を送る心臓の部位は？,"右心室,左心室,左心房,大動脈"
7922,血液凝固に関与するものは？,"血小板,赤血球,白血球,ヘモグロビン"
7924,静脈血が多く流れる血管は？,"肺動脈,大動脈,冠動脈,頸動脈"
7926,血液中で免疫に関与するものは？,"白血球,赤血球,血小板,血漿"
7928,毛細血管で主に行われることは？,"物質交換,拍動,血液貯留,止血"
7929,心拍数を増加させやすいのは？,"交感神経,副交感神経,感覚神経,運動神経"
7930,心拍数を低下させやすいのは？,"副交感神経,交感神経,体性神経,運動神経"
7931,肺で行われる循環を何という？,"肺循環,体循環,門脈循環,リンパ循環"
7932,全身を巡る循環を何という？,"体循環,肺循環,冠循環,門脈循環"
7934,吸気時に主に収縮する筋は？,"横隔膜,腹直筋,大臀筋,広背筋"
7935,呼気時に胸郭はどうなる？,"縮小する,拡大する,回旋する,変化しない"
7938,肺へ空気を送る通路は？,"気管,食道,尿管,大動脈"
7939,吸気時に肺はどうなる？,"膨らむ,縮む,回転する,変化しない"
7940,二酸化炭素濃度上昇で起こりやすいのは？,"呼吸促進,呼吸停止,脈拍低下,血圧低下"
7941,外呼吸とは何を指す？,"肺胞と血液のガス交換,細胞内代謝,筋収縮,血液循環"
7942,内呼吸とは何を指す？,"血液と組織のガス交換,肺換気,筋収縮,嚥下"
7943,呼吸時に重要な筋は？,"横隔膜,大腿四頭筋,上腕二頭筋,僧帽筋"
7944,呼吸によって体外へ排出されるものは？,"二酸化炭素,酸素,窒素,カルシウム"
7945,肺胞で血液へ取り込まれるものは？,"酸素,二酸化炭素,尿素,乳酸"
7947,安静時呼吸で主に働く筋は？,"横隔膜,腹斜筋,大胸筋,広背筋"
7951,肝臓の役割として正しいのは？,"解毒,ガス交換,尿貯留,神経伝達"
7953,膵臓の役割として正しいのは？,"消化酵素分泌,ガス交換,造血,筋収縮"
7954,腎臓の主な役割は？,"尿生成,酸素交換,胆汁生成,栄養吸収"
7956,脾臓の役割として正しいのは？,"免疫機能,ガス交換,筋収縮,胆汁分泌"
7957,肺の役割は？,"ガス交換,栄養吸収,尿生成,血液凝固"
7958,心臓の役割は？,"血液循環,解毒,栄養吸収,尿生成"
7960,胃液に含まれるものは？,"塩酸,インスリン,胆汁,ヘモグロビン"
7962,尿が体外へ排出される経路は？,"尿道,食道,気管,胆管"
7963,血糖値を下げるホルモンは？,"インスリン,グルカゴン,アドレナリン,コルチゾール"
7964,血糖値を上げるホルモンは？,"グルカゴン,インスリン,セロトニン,メラトニン"
7966,代謝を促進するホルモンは？,"甲状腺ホルモン,インスリン,ADH,オキシトシン"
7967,ストレス時に分泌が増えるホルモンは？,"アドレナリン,インスリン,メラトニン,セロトニン"
7969,体内の水分量調節に関与するホルモンは？,"ADH,インスリン,アドレナリン,チロキシン"
7971,成長ホルモンを分泌する部位は？,"下垂体前葉,副腎,膵臓,甲状腺"
7973,女性ホルモンの1つは？,"エストロゲン,テストステロン,アドレナリン,グルカゴン"
7975,血糖値を下げる働きを持つのは？,"インスリン,グルカゴン,コルチゾール,アドレナリン"
7976,甲状腺ホルモンの作用は？,"代謝促進,血液凝固,尿生成,免疫抑制"
7977,ADHの主な作用は？,"尿量減少,血糖低下,骨形成,筋収縮"
7978,食物の消化が最初に始まる場所は？,"口腔,胃,小腸,大腸"
7983,胆汁を生成する臓器は？,"肝臓,膵臓,胃,脾臓"
7984,胆汁を貯留する臓器は？,"胆嚢,膵臓,胃,腎臓"
7986,タンパク質消化に関与する酵素は？,"ペプシン,アミラーゼ,ラクターゼ,マルターゼ"
7987,脂肪消化を助けるものは？,"胆汁,唾液,血液,尿"
7990,食物が口から胃へ送られる通路は？,"食道,気管,尿管,胆管"
7991,栄養吸収で重要な構造は？,"絨毛,肺胞,糸球体,骨梁"
7992,デンプン消化に関与する酵素は？,"アミラーゼ,ペプシン,リパーゼ,トリプシン"
7994,発汗による体温低下で利用される現象は？,"気化熱,放射熱,伝導熱,対流熱"
7995,寒冷時に起こりやすい反応は？,"血管収縮,発汗増加,皮膚血流増加,呼吸停止"
7996,暑熱時に起こりやすい反応は？,"発汗増加,血管収縮,筋緊張増加,震え"
7997,恒常性を英語で何という？,"ホメオスタシス,シナプス,フィードバック,メタボリズム"
7998,血糖値調節に関与するホルモンは？,"インスリン,メラトニン,アドレナリン,セロトニン"
7999,水分量調節に関与するホルモンは？,"ADH,インスリン,グルカゴン,チロキシン"
8000,体温上昇時に皮膚血管はどうなる？,"拡張する,収縮する,閉塞する,変化しない"
8001,体温低下時にみられる反応は？,"ふるえ,発汗,血管拡張,徐脈"
8002,体液のpH調節に重要なのは？,"緩衝系,骨形成,筋収縮,消化酵素"
8003,腎臓の役割として重要なのは？,"水分調節,ガス交換,筋収縮,視覚調節"
8004,発汗を促進しやすい神経は？,"交感神経,副交感神経,運動神経,感覚神経"
8005,細胞外液量調節に重要な臓器は？,"腎臓,肺,脾臓,胃"
8006,恒常性維持に重要な仕組みは？,"フィードバック機構,筋肥大,骨形成,嚥下反射"
8007,体温調節で熱産生に関与するのは？,"筋活動,発汗,皮膚血流増加,呼吸停止"
8168,肘関節を曲げる動きを何という？,"屈曲,伸展,外転,回旋"
8169,膝関節を伸ばす動きを何という？,"伸展,屈曲,内転,外旋"
8170,腕を体側から離す動きは？,"外転,内転,屈曲,伸展"
8171,腕を身体へ近づける動きは？,"内転,外転,屈曲,回外"
8172,前腕で手のひらを上へ向ける動きは？,"回外,回内,背屈,底屈"
8173,前腕で手のひらを下へ向ける動きは？,"回内,回外,外旋,内旋"
8174,足関節でつま先を上げる動きは？,"背屈,底屈,回内,外転"
8175,足関節でつま先立ちする動きは？,"底屈,背屈,内反,外反"
8176,股関節で太ももを前へ上げる動きは？,"屈曲,伸展,内転,外旋"
8177,股関節で脚を後ろへ動かす動きは？,"伸展,屈曲,外転,回外"
8178,肩関節で腕を前へ上げる動きは？,"屈曲,伸展,内旋,外転"
8179,肩関節で腕を後ろへ引く動きは？,"伸展,屈曲,外転,回内"
8180,肩関節で上腕を外へ回す動きは？,"外旋,内旋,回外,回内"
8181,肩関節で上腕を内へ回す動きは？,"内旋,外旋,背屈,回外"
8182,複数方向へ円を描くような運動を何という？,"環回,屈曲,伸展,回外"
8197,ROMとは何の略？,"Range of Motion,Rate of Muscle,Rotation of Muscle,Range of Muscle"
8211,菱形筋の主な作用は？,"肩甲骨内転,肩甲骨外転,股関節屈曲,肘伸展"
8213,歩行周期で踵が床につく時期は？,"踵接地,立脚中期,遊脚期,蹴り出し"
8214,歩行周期で足が床についている期間は？,"立脚期,遊脚期,加速期,減速期"
8215,歩行周期で足が空中にある期間は？,"遊脚期,立脚期,両脚支持期,接地期"
8216,正常歩行で最も長い時期は？,"立脚期,遊脚期,加速期,減速期"
8217,歩行時につま先で地面を蹴る時期は？,"蹴り出し,踵接地,初期接地,加速期"
8218,片脚だけで支持している時期は？,"片脚支持期,両脚支持期,遊脚期,加速期"
8219,両足が床についている期間は？,"両脚支持期,片脚支持期,遊脚期,加速期"
8221,歩行時につま先の引っかかり防止に重要な筋は？,"前脛骨筋,腓腹筋,大臀筋,大胸筋"
8222,中臀筋が弱化すると起こりやすい歩行は？,"トレンデレンブルグ歩行,鶏歩,痙性歩行,失調性歩行"
8223,前脛骨筋麻痺で起こりやすい歩行は？,"鶏歩,痙性歩行,動揺性歩行,小刻み歩行"
8224,パーキンソン病でみられやすい歩行は？,"小刻み歩行,鶏歩,失調性歩行,動揺性歩行"
8225,小脳障害でみられやすい歩行は？,"失調性歩行,鶏歩,痙性歩行,小刻み歩行"
8226,痙性麻痺でみられやすい歩行は？,"痙性歩行,鶏歩,動揺性歩行,失調性歩行"
8227,正常歩行で最初に接地する部位は？,"踵,つま先,足底中央,母趾"
8228,正常姿勢で耳垂はどこ付近を通る？,"肩峰,膝蓋骨,大転子,外果"
8229,猫背姿勢を何という？,"円背,反り腰,側弯,平背"
8230,腰椎前弯が強い姿勢を何という？,"反り腰,円背,平背,側弯"
8231,脊柱が側方へ弯曲する状態を何という？,"側弯,円背,平背,前弯"
8232,胸椎後弯が減少した姿勢は？,"平背,円背,側弯,反張膝"
8233,片脚立位時の骨盤保持に重要な筋は？,"中臀筋,大腿四頭筋,腹直筋,上腕二頭筋"
8234,良い姿勢保持に重要な筋群は？,"抗重力筋,咀嚼筋,表情筋,呼吸筋"
8235,長時間座位で起こりやすい姿勢は？,"円背,正常姿勢,反張膝,外反膝"
8236,姿勢保持に重要な感覚は？,"平衡感覚,味覚,嗅覚,聴覚"
8237,立位姿勢保持に関与する器官は？,"前庭器,胃,肝臓,膀胱"
8239,姿勢制御に関与する中枢は？,"小脳,肝臓,膵臓,腎臓"
8240,膝が過伸展した姿勢を何という？,"反張膝,内反膝,外反膝,円背"
8241,膝が内側へ入る姿勢を何という？,"外反膝,内反膝,反張膝,円背"
8242,膝が外側へ開く姿勢を何という？,"内反膝,外反膝,側弯,平背"
8243,力のモーメントは何によって変化する？,"力の大きさと距離,筋肉量のみ,体温のみ,呼吸数のみ"
8244,てこの支点となるものは？,"関節,筋肉,骨膜,靭帯"
8245,筋力が加わる点を何という？,"力点,支点,作用点,重心"
8246,体重など負荷が加わる点を何という？,"作用点,力点,支点,回転点"
8247,肘関節屈曲はどのてこに分類される？,"第三のてこ,第一のてこ,第二のてこ,滑車"
8248,つま先立ちはどのてこに分類される？,"第二のてこ,第一のてこ,第三のてこ,回転てこ"
8249,頭部前後運動はどのてこに分類される？,"第一のてこ,第二のてこ,第三のてこ,固定てこ"
8250,重心が高いほどどうなりやすい？,"不安定,安定,変化なし,軽量化"
8251,支持基底面が広いほどどうなる？,"安定する,不安定になる,筋力低下する,柔軟性低下する"
8252,歩行時の重心移動に関与するものは？,"骨盤運動,胃運動,腸蠕動,胆汁分泌"
8254,重心線が支持基底面内にあると？,"安定しやすい,転倒しやすい,筋力低下する,関節固定される"
8255,加速度に関係する法則は？,"ニュートン第2法則,パスカルの法則,ベルヌーイの定理,フックの法則"
8256,慣性の法則は何法則？,"ニュートン第1法則,ニュートン第2法則,ニュートン第3法則,作用反作用の法則"
8257,作用反作用を説明する法則は？,"ニュートン第3法則,ニュートン第1法則,パスカルの法則,フックの法則"
8258,立ち上がり動作で主に必要な関節運動は？,"股関節伸展,肩関節外転,前腕回外,頸部回旋"
8259,歩行時の蹴り出しで主に働く筋は？,"腓腹筋,前脛骨筋,上腕二頭筋,腹直筋"
8260,階段昇段で特に重要な筋は？,"大腿四頭筋,前鋸筋,上腕三頭筋,腹横筋"
8261,階段降段で重要な収縮様式は？,"遠心性収縮,求心性収縮,等尺性収縮,反射収縮"
8262,片脚立位保持に重要な筋は？,"中臀筋,大胸筋,上腕二頭筋,広背筋"
8263,しゃがみ込み動作で必要な関節運動は？,"膝関節屈曲,肩関節外転,頸部伸展,前腕回外"
8264,椅子から立ち上がる際に前傾する主な目的は？,"重心移動,呼吸促進,視野拡大,筋弛緩"
8265,歩行時に足尖の引っかかり防止へ重要な筋は？,"前脛骨筋,腓腹筋,大臀筋,大腿四頭筋"
8266,立位保持で重要な感覚は？,"平衡感覚,味覚,嗅覚,触覚のみ"
8267,寝返り動作で重要な運動は？,"体幹回旋,膝伸展,足関節底屈,肩外転"
8268,立ち上がり動作初期で重心はどう動く？,"前方移動,後方移動,上方移動のみ,変化しない"
8269,歩行速度に影響しやすいものは？,"歩幅,視力,色覚,味覚"
8270,動作分析で観察されやすいものは？,"関節運動,血液型,髪色,利き手のみ"
8272,立位バランス保持に重要な器官は？,"前庭器,胃,肝臓,膀胱"
11654,人体で最も長い骨は？,"大腿骨,上腕骨,脛骨,鎖骨"
11655,脳を保護する骨を何という？,"頭蓋骨,胸骨,寛骨,脊柱"
11656,肋骨と連結する骨は？,"胸骨,肩甲骨,鎖骨,仙骨"
11657,肩関節を構成する骨は？,"上腕骨,大腿骨,脛骨,腓骨"
11658,前腕の親指側にある骨は？,"橈骨,尺骨,脛骨,腓骨"
11659,前腕の小指側にある骨は？,"尺骨,橈骨,脛骨,腓骨"
11660,下腿で内側にある骨は？,"脛骨,腓骨,大腿骨,尺骨"
11661,下腿で外側にある骨は？,"腓骨,脛骨,大腿骨,仙骨"
11665,肩甲骨はどこにある骨？,"背部,胸部前面,下腿,前腕"
11667,踵を構成する骨は？,"踵骨,距骨,舟状骨,立方骨"
11668,手根骨はどこに存在する？,"手関節,足関節,膝関節,肩関節"
11669,肘関節を屈曲する代表的な筋は？,"上腕二頭筋,上腕三頭筋,大腿四頭筋,前脛骨筋"
11670,肘関節を伸展する代表的な筋は？,"上腕三頭筋,上腕二頭筋,腹直筋,広背筋"
11673,股関節伸展の主動作筋は？,"大臀筋,中臀筋,腸腰筋,前脛骨筋"
11674,股関節外転に重要な筋は？,"中臀筋,大臀筋,大腿四頭筋,腹直筋"
11676,足関節底屈を行う代表的な筋は？,"腓腹筋,前脛骨筋,中臀筋,上腕筋"
11678,体幹伸展を行う筋は？,"脊柱起立筋,腹直筋,大胸筋,前鋸筋"
11679,肩関節外転を行う筋は？,"三角筋,広背筋,大円筋,上腕筋"
11680,肩関節伸展に関与する筋は？,"広背筋,三角筋,前鋸筋,腹直筋"
11682,肩甲骨内転を行う筋は？,"菱形筋,前鋸筋,腹斜筋,大臀筋"
11683,肩甲骨挙上を行う筋は？,"僧帽筋,前鋸筋,大臀筋,腓腹筋"
11684,脳と脊髄をまとめて何という？,"中枢神経系,末梢神経系,自律神経系,感覚神経"
11685,坐骨神経はどこに分類される？,"末梢神経系,中枢神経系,脳神経,交感神経"
11686,人体で最も太い神経は？,"坐骨神経,正中神経,尺骨神経,橈骨神経"
11687,手根管を通過する神経は？,"正中神経,尺骨神経,橈骨神経,坐骨神経"
11688,肘部管症候群で障害されやすい神経は？,"尺骨神経,正中神経,橈骨神経,腋窩神経"
11689,上腕骨外側付近を走行する神経は？,"橈骨神経,尺骨神経,正中神経,脛骨神経"
11693,舌運動に関与する脳神経は？,"舌下神経,顔面神経,迷走神経,視神経"
11694,視覚に関与する脳神経は？,"視神経,顔面神経,嗅神経,迷走神経"
11695,嗅覚に関与する脳神経は？,"嗅神経,視神経,顔面神経,動眼神経"
11696,副交感神経線維を多く含む脳神経は？,"迷走神経,視神経,滑車神経,外転神経"
11697,膝蓋腱反射で主に関与する神経は？,"大腿神経,坐骨神経,脛骨神経,尺骨神経"
11698,アキレス腱反射で主に関与する神経は？,"脛骨神経,大腿神経,腓骨神経,橈骨神経"
11700,血液を全身へ送る臓器は？,"心臓,肺,胃,脾臓"
11701,食物を一時的に貯留する臓器は？,"胃,小腸,大腸,肝臓"
11702,主に栄養吸収を行う臓器は？,"小腸,胃,大腸,膀胱"
11703,主に水分吸収を行う臓器は？,"大腸,小腸,胃,肝臓"
11704,解毒作用を持つ臓器は？,"肝臓,肺,胃,脾臓"
11705,尿を生成する臓器は？,"腎臓,膀胱,肝臓,肺"
11708,消化酵素を分泌する臓器は？,"膵臓,脾臓,肺,膀胱"
11709,免疫機能に関与する臓器は？,"脾臓,胃,胆嚢,膀胱"
11710,食物を胃へ運ぶ臓器は？,"食道,気管,尿道,小腸"
11712,尿を体外へ排出する管は？,"尿道,尿管,食道,気管"
11713,子宮が存在する体腔は？,"骨盤腔,胸腔,頭蓋腔,脊柱管"
11715,肺へ血液を送る血管は？,"肺動脈,肺静脈,大静脈,冠動脈"
11716,肺から心臓へ戻る血管は？,"肺静脈,肺動脈,大動脈,門脈"
11717,心臓自身へ血液を送る血管は？,"冠動脈,肺動脈,門脈,大静脈"
11718,上半身から右心房へ戻る血管は？,"上大静脈,下大静脈,肺静脈,大動脈"
11719,下半身から右心房へ戻る血管は？,"下大静脈,上大静脈,肺動脈,冠動脈"
11720,脳へ血液を送る代表的な血管は？,"頸動脈,大腿動脈,橈骨動脈,腋窩動脈"
11721,手関節で脈拍を触れやすい血管は？,"橈骨動脈,尺骨動脈,大腿動脈,肺静脈"
11723,腋窩を通る動脈は？,"腋窩動脈,橈骨動脈,大腿動脈,脾動脈"
11725,血液と組織の物質交換を行う血管は？,"毛細血管,大動脈,上大静脈,門脈"
11726,足背で脈拍を確認できる血管は？,"足背動脈,肺動脈,冠動脈,脾動脈"
11729,身体を左右に分ける面を何という？,"矢状面,前額面,水平面,斜面"
11730,身体を前後に分ける面を何という？,"前額面,矢状面,水平面,横断面"
11731,身体を上下に分ける面を何という？,"水平面,矢状面,前額面,冠状面"
11732,身体の中央に近い位置を何という？,"内側,外側,近位,遠位"
11733,身体の外側に近い位置を何という？,"外側,内側,近位,深部"
11734,体幹に近い位置を何という？,"近位,遠位,浅部,深部"
11735,体幹から遠い位置を何という？,"遠位,近位,内側,外側"
11736,皮膚に近い位置を何という？,"浅部,深部,近位,遠位"
11737,身体内部に近い位置を何という？,"深部,浅部,内側,外側"
11738,頭側を示す方向は？,"上方,下方,外側,遠位"
11739,足側を示す方向は？,"下方,上方,浅部,内側"
11740,仰向け姿勢を何という？,"背臥位,腹臥位,端座位,立位"
11741,うつ伏せ姿勢を何という？,"腹臥位,背臥位,側臥位,座位"
11742,右側を下にして寝る姿勢を何という？,"右側臥位,左側臥位,腹臥位,背臥位"
11743,解剖学的正位で手のひらはどちらを向く？,"前方,後方,内側,下方"
11864,ニューロンの興奮を伝える部分は？,"軸索,樹状突起,細胞体,シナプス"
11867,再分極に主に関与するイオンは？,"K+,Na+,Cl-,Ca2+"
11868,髄鞘形成を行う中枢神経の細胞は？,"オリゴデンドロサイト,シュワン細胞,アストロサイト,ミクログリア"
11869,末梢神経で髄鞘形成を行う細胞は？,"シュワン細胞,アストロサイト,ミクログリア,上衣細胞"
11870,神経伝導速度を高める構造は？,"髄鞘,細胞核,樹状突起,シナプス小胞"
11871,跳躍伝導が起こる部位は？,"ランビエ絞輪,細胞体,樹状突起,終板"
11872,神経伝達物質として代表的なものは？,"アセチルコリン,ヘモグロビン,インスリン,ペプシン"
11874,安静時膜電位で細胞内に多いイオンは？,"K+,Na+,Ca2+,Cl-"
11876,膝蓋腱反射は何反射に分類される？,"伸張反射,屈曲反射,交叉性伸展反射,対光反射"
11877,交感神経が優位になると心拍数はどうなる？,"増加する,減少する,停止する,変化しない"
11878,副交感神経が優位になると心拍数はどうなる？,"減少する,増加する,停止する,不規則になる"
11883,筋小胞体の役割は？,"Ca2+貯蔵,ATP合成,酸素運搬,神経伝導"
11884,筋疲労時に蓄積しやすい物質は？,"乳酸,酸素,インスリン,ビタミン"
11885,持久力に優れる筋線維は？,"赤筋,白筋,速筋,Ⅱb線維"
11886,瞬発力に優れる筋線維は？,"白筋,赤筋,Ⅰ線維,遅筋"
11887,筋と骨を連結する構造は？,"腱,靭帯,軟骨,筋膜"
11891,筋短縮を伴う収縮は？,"求心性収縮,遠心性収縮,等尺性収縮,不随意収縮"
11892,筋伸張を伴う収縮は？,"遠心性収縮,求心性収縮,等尺性収縮,自動収縮"
11893,筋細胞内で酸素を保持するタンパクは？,"ミオグロビン,ヘモグロビン,アルブミン,フィブリン"
11895,酸素化された血液を全身へ送る血管は？,"大動脈,肺動脈,上大静脈,門脈"
11897,肺から左心房へ戻る血管は？,"肺静脈,肺動脈,上大静脈,下大静脈"
11898,心筋へ血液を送る血管は？,"冠動脈,肺動脈,門脈,腎動脈"
11899,赤血球の主な役割は？,"酸素運搬,免疫防御,止血,ホルモン分泌"
11900,白血球の主な役割は？,"免疫防御,酸素運搬,止血,栄養吸収"
11901,止血に重要な血液成分は？,"血小板,赤血球,白血球,血清"
11902,血圧を測定する際に使う単位は？,"mmHg,mEq/L,bpm,mL"
11903,安静時の正常成人脈拍数は？,"60〜100回/分,20〜40回/分,120〜160回/分,150〜200回/分"
11904,血液を送り出す心臓の部屋は？,"心室,心房,弁膜,中隔"
11905,右心室から送られる血液の行き先は？,"肺,肝臓,腎臓,脳"
11906,左心室から送られる血液の行き先は？,"全身,肺,肝臓,脾臓"
11907,血液中で酸素を運搬するタンパクは？,"ヘモグロビン,アルブミン,フィブリン,インスリン"
11910,呼吸で酸素を取り込む場所は？,"肺胞,気管,食道,胸膜"
11911,呼吸運動に重要な筋は？,"横隔膜,上腕二頭筋,大臀筋,僧帽筋"
11912,吸気時に横隔膜はどうなる？,"収縮する,弛緩する,回旋する,停止する"
