id,content,choices
18736,片脚立位で骨盤保持に重要な筋は？,"中臀筋,大腿四頭筋,前脛骨筋,大胸筋"
18738,てこの支点となる部位は？,"関節,筋肉,靭帯,神経"
18742,滑車のように働く骨は？,"膝蓋骨,大腿骨,上腕骨,肩甲骨"
18743,筋力と力点の距離の積を何という？,"モーメント,支持基底面,重心,反作用"
18744,床反力が最も関係する動作は？,"歩行,嚥下,視覚,発声"
18746,第1のてこの例は？,"頸部伸展,肘屈曲,足関節底屈,握力"
18747,第2のてこの例は？,"つま先立ち,肘屈曲,頸部屈曲,肩外転"
18748,第3のてこの例は？,"肘関節屈曲,つま先立ち,頸部伸展,片脚立位"
18750,歩行時に前方推進力を生む主な要素は？,"床反力,視覚,聴覚,皮膚感覚"
18752,摩擦力が増えるとどうなる？,"滑りにくくなる,滑りやすくなる,重心が下がる,支持基底面が狭くなる"
18754,歩行立脚期で重要な筋は？,"中臀筋,上腕二頭筋,前鋸筋,円回内筋"
18756,歩行時の踵接地で重要な筋は？,"前脛骨筋,腓腹筋,大胸筋,大臀筋"
18758,片脚立位で重要な筋は？,"中臀筋,大胸筋,上腕三頭筋,腹直筋"
18759,しゃがみ込み動作で重要な関節運動は？,"膝関節屈曲,肩関節伸展,前腕回外,頸部伸展"
18761,座位保持で重要な筋は？,"脊柱起立筋,上腕二頭筋,大胸筋,腓腹筋"
18762,歩行分析で観察する項目は？,"歩幅,血糖値,視力,聴力"
18764,立位バランス保持で重要な感覚は？,"深部感覚,味覚,嗅覚,聴覚のみ"
18766,歩行時の骨盤安定化に関与する筋は？,"中臀筋,上腕三頭筋,大胸筋,前鋸筋"
18767,椅子からの立ち上がりで前方移動する部位は？,"重心,肩甲骨,肘関節,足関節"
18908,肩関節屈曲の参考可動域は？,"180°,90°,45°,60°"
18909,肩関節屈曲の基本軸は？,"肩峰,上腕骨,体幹,肘頭"
18910,肩関節屈曲の移動軸は？,"上腕骨,肩峰,胸骨,前腕"
18911,肩関節外転の参考可動域は？,"180°,120°,90°,45°"
18912,肩関節外転の基本軸は？,"肩峰,肘頭,上腕骨,胸骨"
18913,肩関節外転の移動軸は？,"上腕骨,肩峰,体幹,尺骨"
18914,肘関節屈曲の参考可動域は？,"145°,90°,180°,60°"
18915,肘関節屈曲の基本軸は？,"上腕骨外側上顆,肩峰,橈骨頭,尺骨茎状突起"
18916,肘関節屈曲の移動軸は？,"橈骨,上腕骨,肩峰,尺骨"
18917,前腕回内の参考可動域は？,"90°,45°,20°,180°"
18918,前腕回内の基本軸は？,"尺骨,橈骨,上腕骨,肩峰"
18919,前腕回内の移動軸は？,"橈骨,尺骨,上腕骨,前腕中央"
18920,股関節屈曲の参考可動域は？,"125°,45°,180°,20°"
18921,股関節屈曲の基本軸は？,"大転子,肩峰,膝蓋骨,上前腸骨棘"
18922,股関節屈曲の移動軸は？,"大腿骨,骨盤,脊柱,下腿"
18923,股関節外転の参考可動域は？,"45°,90°,20°,180°"
18924,股関節外転の基本軸は？,"上前腸骨棘,大転子,膝蓋骨,肩峰"
18925,股関節外転の移動軸は？,"大腿骨中央,脊柱,下腿中央,腓骨"
18936,肩関節内旋の参考可動域は？,"80°,20°,45°,180°"
18937,肩関節外旋の参考可動域は？,"60°,20°,180°,125°"
18968,肩関節の外転に関与する筋は？,"三角筋,棘上筋,広背筋,大胸筋"
18969,膝関節の伸展に関与する筋は？,"大腿四頭筋,ハムストリングス,腓腹筋,前脛骨筋"
18976,立位保持に重要な筋は？,"脊柱起立筋,腹直筋,広背筋,大胸筋"
18979,股関節外転に関与する筋は？,"中殿筋,大腿四頭筋,腸腰筋,大胸筋"
